iter,bad_orientation,base_height,total_falls,rolling50_falls,mean_reward,mean_episode_length,terrain_levels
1093,106.3750,0.0000,106.3750,100.3158,-0.5700,40.6700,0.0000
1094,106.4583,0.0000,106.4583,100.3825,-0.5800,38.9000,0.0000
1095,105.0833,0.0000,105.0833,100.4142,-0.3400,44.0300,0.0000
1096,102.9167,0.0000,102.9167,100.2475,-0.5900,40.1400,0.0000
1097,101.7917,0.0000,101.7917,99.9767,-0.4600,41.3300,0.0000
1098,106.2917,0.0000,106.2917,99.9833,-0.5500,40.9300,0.0000
1099,116.8333,0.0000,116.8333,100.2025,-0.5200,49.3100,0.0000
1100,103.8333,0.0000,103.8333,100.2842,-0.5200,32.2900,0.0000
1101,103.0000,0.0000,103.0000,100.3317,-0.5200,39.2100,0.0000
1102,101.1667,0.0000,101.1667,100.3250,-0.3900,38.5100,0.0000
1103,100.0000,0.0000,100.0000,100.3617,-0.5000,35.8500,0.0000
1104,98.6667,0.0000,98.6667,100.4758,-0.4300,37.9600,0.0000
1105,97.2500,0.0000,97.2500,100.5425,-0.5200,42.0600,0.0000
1106,94.8333,0.0000,94.8333,100.4300,-0.5200,37.6900,0.0000
1107,95.2500,0.0000,95.2500,100.0608,-0.5300,39.3000,0.0000
1108,96.5417,0.0000,96.5417,99.9150,-0.6300,43.6400,0.0000
1109,109.0000,0.0000,109.0000,100.1575,-0.5300,45.9900,0.0000
1110,106.5417,0.0000,106.5417,100.2958,-0.5100,41.9900,0.0000
1111,98.9167,0.0000,98.9167,100.2733,-0.5500,32.9100,0.0000
1112,98.9167,0.0000,98.9167,100.2642,-0.3200,45.3500,0.0000
1113,96.2500,0.0000,96.2500,100.1667,-0.4300,40.3400,0.0000
1114,98.1667,0.0000,98.1667,100.0875,-0.6200,44.9800,0.0000
1115,97.7917,0.0000,97.7917,99.9725,-0.5100,45.2400,0.0000
1116,101.7500,0.0000,101.7500,100.0258,-0.4800,39.5500,0.0000
1117,102.7083,0.0000,102.7083,99.9117,-0.5700,41.5600,0.0000
1118,96.7083,0.0000,96.7083,99.6875,-0.4500,45.0000,0.0000
1119,105.1250,0.0000,105.1250,99.8775,-0.7000,47.3900,0.0000
1120,117.8750,0.0000,117.8750,100.4117,-0.6400,38.9600,0.0000
1121,103.4583,0.0417,103.5000,100.6533,-0.7200,34.6900,0.0000
1122,101.6250,0.0000,101.6250,100.9225,-0.7000,38.1500,0.0000
1123,103.0000,0.0000,103.0000,101.2525,-0.4100,42.6600,0.0000
1124,103.8750,0.0000,103.8750,101.6225,-0.6700,32.2800,0.0000
1125,103.1250,0.0000,103.1250,101.9700,-0.5600,35.9100,0.0000
1126,101.7500,0.0000,101.7500,102.2617,-0.6500,37.2600,0.0000
1127,104.2500,0.0000,104.2500,102.5017,-0.7000,38.0100,0.0000
1128,103.2083,0.0000,103.2083,102.2758,-0.3500,40.6000,0.0000
1129,101.6667,0.0000,101.6667,102.3317,-0.4600,36.4300,0.0000
1130,117.2500,0.0000,117.2500,102.7558,-0.5500,44.3800,0.0000
1131,109.3750,0.0417,109.4167,103.0425,-0.5700,35.5900,0.0000
1132,105.7917,0.0000,105.7917,103.2175,-0.4700,32.2000,0.0000
1133,105.7500,0.0000,105.7500,103.4125,-0.4800,33.9100,0.0000
1134,105.9167,0.0000,105.9167,103.5908,-0.5500,41.4300,0.0000
1135,109.1250,0.0000,109.1250,103.8192,-0.4800,42.3700,0.0000
1136,108.6250,0.0000,108.6250,104.0183,-0.5700,33.3300,0.0000
1137,112.1667,0.0000,112.1667,104.3183,-0.7000,37.2600,0.0000
1138,112.0833,0.0000,112.0833,104.2608,-0.4200,38.5400,0.0000
1139,113.0417,0.0000,113.0417,104.2675,-0.6100,37.8200,0.0000
1140,115.0833,0.0000,115.0833,104.4342,-0.6000,46.9200,0.0000
1141,124.1250,0.0000,124.1250,104.7533,-0.6300,32.7400,0.0000
1142,110.0417,0.0000,110.0417,104.8092,-0.8300,32.3500,0.0000
1143,108.1250,0.0000,108.1250,104.8442,-0.5400,32.0600,0.0000
1144,112.0000,0.0000,112.0000,104.9550,-0.6400,32.2600,0.0000
1145,107.4583,0.0000,107.4583,105.0025,-0.4000,39.2000,0.0000
1146,106.2500,0.0000,106.2500,105.0692,-0.5000,34.4200,0.0000
1147,104.2917,0.0000,104.2917,105.1192,-0.3000,39.9200,0.0000
1148,102.7500,0.0000,102.7500,105.0483,-0.5800,35.3100,0.0000
1149,102.0417,0.0000,102.0417,104.7525,-0.6300,39.8700,0.0000
1150,95.8333,0.0000,95.8333,104.5925,-0.4000,46.0500,0.0000
1151,115.6667,0.0000,115.6667,104.8458,-0.7500,49.7200,0.0000
1152,102.5417,0.0000,102.5417,104.8733,-0.6900,37.0800,0.0000
1153,91.4167,0.0000,91.4167,104.7017,-0.5300,32.5000,0.0000
1154,93.0000,0.0000,93.0000,104.5883,-0.9300,39.5500,0.0000
1155,91.8333,0.0000,91.8333,104.4800,-0.6100,39.7800,0.0000
1156,92.3333,0.0000,92.3333,104.4300,-0.4800,41.3700,0.0000
1157,91.7083,0.0000,91.7083,104.3592,-0.4600,41.4800,0.0000
1158,89.6667,0.0000,89.6667,104.2217,-0.7200,49.9200,0.0000
1159,88.2083,0.0000,88.2083,103.8058,-0.6400,48.9800,0.0000
1160,86.0417,0.0000,86.0417,103.3958,-0.7400,48.3500,0.0000
1161,96.6667,0.0000,96.6667,103.3508,-0.4700,58.7100,0.0000
1162,112.0000,0.0000,112.0000,103.6125,-0.6000,46.6900,0.0000
1163,93.1667,0.0000,93.1667,103.5508,-0.5000,37.2600,0.0000
1164,96.0000,0.0000,96.0000,103.5075,-0.5000,39.6500,0.0000
1165,99.9167,0.0000,99.9167,103.5500,-0.4900,38.3300,0.0000
1166,98.9167,0.0000,98.9167,103.4933,-0.3100,42.4200,0.0000
1167,98.2083,0.0000,98.2083,103.4033,-0.5000,43.0200,0.0000
1168,100.2917,0.0000,100.2917,103.4750,-0.5100,40.0000,0.0000
1169,101.8333,0.0000,101.8333,103.4092,-0.5800,39.0200,0.0000
1170,104.8333,0.0000,104.8333,103.1483,-0.9000,41.9400,0.0000
1171,107.9167,0.0000,107.9167,103.2367,-0.9300,38.5200,0.0000
1172,124.9167,0.0000,124.9167,103.7025,-0.8000,46.8900,0.0000
1173,117.2917,0.0000,117.2917,103.9883,-0.6100,35.1400,0.0000
1174,112.2917,0.0000,112.2917,104.1567,-0.5600,31.2600,0.0000
1175,111.3750,0.0000,111.3750,104.3217,-0.7400,32.1900,0.0000
1176,116.5833,0.0000,116.5833,104.6183,-0.5500,33.3200,0.0000
1177,115.4167,0.0000,115.4167,104.8417,-0.5600,31.7700,0.0000
1178,115.2917,0.0000,115.2917,105.0833,-0.4900,38.8000,0.0000
1179,115.7500,0.0000,115.7500,105.3650,-0.4900,35.9900,0.0000
1180,113.7083,0.0000,113.7083,105.2942,-0.6700,30.9000,0.0000
1181,112.5833,0.0000,112.5833,105.3575,-0.5300,34.4700,0.0000
1182,121.7500,0.0000,121.7500,105.6767,-0.6100,51.6100,0.0000
1183,128.0833,0.0000,128.0833,106.1233,-0.6500,40.9000,0.0000
1184,117.0000,0.0000,117.0000,106.3450,-0.5300,31.5100,0.0000
1185,111.7917,0.0000,111.7917,106.3983,-0.6500,31.2000,0.0000
1186,109.0417,0.0000,109.0417,106.4067,-0.4100,41.3400,0.0000
1187,113.2083,0.0000,113.2083,106.4275,-0.6200,33.8100,0.0000
1188,111.3750,0.0000,111.3750,106.4133,-0.6100,36.7900,0.0000
1189,110.4583,0.0000,110.4583,106.3617,-0.4800,36.7200,0.0000
1190,108.9583,0.0000,108.9583,106.2392,-0.5900,37.6400,0.0000
1191,107.1667,0.0000,107.1667,105.9000,-0.5700,37.8500,0.0000
1192,113.0417,0.0000,113.0417,105.9600,-0.7900,36.3500,0.0000
1193,126.3333,0.0000,126.3333,106.3242,-0.6600,42.9800,0.0000
1194,116.9167,0.0417,116.9584,106.4233,-0.6300,33.7600,0.0000
1195,111.7917,0.0000,111.7917,106.5100,-0.6800,27.7800,0.0000
1196,114.0833,0.0000,114.0833,106.6667,-0.6200,29.6000,0.0000
1197,114.8333,0.0000,114.8333,106.8775,-0.5000,37.2100,0.0000
1198,113.2083,0.0000,113.2083,107.0867,-0.3900,42.9900,0.0000
1199,112.2083,0.0000,112.2083,107.2900,-0.4500,37.0200,0.0000
1200,108.4583,0.0000,108.4583,107.5425,-0.5500,34.2400,0.0000
1201,106.7917,0.0000,106.7917,107.3650,-0.4100,38.5600,0.0000
1202,108.5000,0.0000,108.5000,107.4842,-0.5300,37.1000,0.0000
1203,117.6250,0.0000,117.6250,108.0083,-0.5500,48.7900,0.0000
1204,125.7083,0.0000,125.7083,108.6625,-0.6800,31.3100,0.0000
1205,117.0417,0.0000,117.0417,109.1667,-0.6200,27.4400,0.0000
1206,115.6250,0.0000,115.6250,109.6325,-0.4400,34.4000,0.0000
1207,115.4167,0.0000,115.4167,110.1067,-0.5100,31.7800,0.0000
1208,111.7917,0.0000,111.7917,110.5492,-0.8000,41.6200,0.0000
1209,107.8750,0.0000,107.8750,110.9425,-0.5200,36.4400,0.0000
1210,107.2500,0.0000,107.2500,111.3667,-0.5600,40.0700,0.0000
1211,103.2917,0.0000,103.2917,111.4992,-0.4100,37.3100,0.0000
1212,100.0833,0.0000,100.0833,111.2608,-0.4800,33.1000,0.0000
1213,101.9167,0.0000,101.9167,111.4358,-0.4400,51.8800,0.0000
1214,124.0000,0.0000,124.0000,111.9958,-0.5100,45.4000,0.0000
1215,105.3333,0.0000,105.3333,112.1042,-0.4000,33.9400,0.0000
1216,98.3750,0.0000,98.3750,112.0933,-0.3600,35.9400,0.0000
1217,100.7500,0.0000,100.7500,112.1442,-0.4700,35.0300,0.0000
1218,99.5833,0.0000,99.5833,112.1300,-0.6300,36.2900,0.0000
1219,94.7917,0.0000,94.7917,111.9892,-0.7400,36.8200,0.0000
1220,93.0000,0.0000,93.0000,111.7525,-0.6900,40.5500,0.0000
1221,91.7917,0.0000,91.7917,111.4300,-0.4400,44.0600,0.0000
1222,89.2500,0.0000,89.2500,110.7167,-0.6100,37.7600,0.0000
1223,87.7917,0.0000,87.7917,110.1267,-0.3100,48.5000,0.0000
1224,106.8333,0.0000,106.8333,110.0175,-0.9200,63.1700,0.0000
1225,109.5000,0.0000,109.5000,109.9800,-0.8300,43.1200,0.0000
1226,94.6667,0.0000,94.6667,109.5417,-0.4800,31.4400,0.0000
1227,90.7917,0.0000,90.7917,109.0492,-0.4900,37.1500,0.0000
1228,90.6667,0.0000,90.6667,108.5567,-0.4800,41.1800,0.0000
1229,91.0833,0.0000,91.0833,108.0633,-0.4000,41.2300,0.0000
1230,87.9167,0.0000,87.9167,107.5475,-0.4800,35.1500,0.0000
1231,90.6667,0.0000,90.6667,107.1092,-0.3400,50.9700,0.0000
1232,92.3750,0.0000,92.3750,106.5217,-0.6600,38.2000,0.0000
1233,93.1250,0.0000,93.1250,105.8225,-0.6600,45.2100,0.0000
1234,97.2917,0.0000,97.2917,105.4283,-0.4300,58.0400,0.0000
1235,122.9167,0.0000,122.9167,105.6508,-0.6700,43.4700,0.0000
1236,108.1667,0.0000,108.1667,105.6333,-0.5400,38.8500,0.0000
1237,101.7083,0.0000,101.7083,105.4033,-0.6800,40.5800,0.0000
1238,101.8333,0.0000,101.8333,105.2125,-0.6300,35.5500,0.0000
1239,99.6667,0.0000,99.6667,104.9967,-0.5000,40.3800,0.0000
1240,102.3333,0.0000,102.3333,104.8642,-0.3800,40.4900,0.0000
1241,100.7083,0.0000,100.7083,104.7350,-0.3100,45.7200,0.0000
1242,99.4167,0.0000,99.4167,104.4625,-0.4300,44.3100,0.0000
1243,100.2917,0.0000,100.2917,103.9417,-0.6200,43.9800,0.0000
1244,99.9167,0.0000,99.9167,103.6008,-0.6800,43.9300,0.0000
1245,122.6250,0.0000,122.6250,103.8175,-0.6100,58.0300,0.0000
1246,120.5000,0.0000,120.5000,103.9458,-0.7400,42.9500,0.0000
1247,114.0417,0.0000,114.0417,103.9300,-0.6200,31.6600,0.0000
1248,111.8750,0.0000,111.8750,103.9033,-0.5200,29.5500,0.0000
1249,110.7500,0.0000,110.7500,103.8742,-0.5900,31.8000,0.0000
1250,113.5417,0.0000,113.5417,103.9758,-0.5000,32.8400,0.0000
1251,111.2917,0.0000,111.2917,104.0658,-0.5400,32.2400,0.0000
1252,111.7083,0.0000,111.7083,104.1300,-0.5100,39.4700,0.0000
1253,110.7917,0.0000,110.7917,103.9933,-0.4200,38.4600,0.0000
1254,108.1250,0.0000,108.1250,103.6417,-0.5900,32.6600,0.0000
1255,113.4583,0.0000,113.4583,103.5700,-0.4700,41.7400,0.0000
1256,125.7500,0.0000,125.7500,103.7725,-0.3000,48.8500,0.0000
1257,112.5833,0.0000,112.5833,103.7158,-0.5000,35.3500,0.0000
1258,109.0000,0.0000,109.0000,103.6600,-0.4200,33.9700,0.0000
1259,105.1667,0.0000,105.1667,103.6058,-0.6200,34.9400,0.0000
1260,101.6250,0.0000,101.6250,103.4933,-0.7200,36.6600,0.0000
1261,98.2917,0.0000,98.2917,103.3933,-0.5300,37.6200,0.0000
1262,98.7083,0.0000,98.7083,103.3658,-0.4000,45.9100,0.0000
1263,98.2500,0.0000,98.2500,103.2925,-0.5600,35.1600,0.0000
1264,94.3750,0.0000,94.3750,102.7000,-0.5800,41.8700,0.0000
1265,95.2500,0.0000,95.2500,102.4983,-0.5500,52.0400,0.0000
1266,123.5417,0.0000,123.5417,103.0017,-0.6700,45.1800,0.0000
1267,113.6250,0.0000,113.6250,103.2592,-0.6000,28.4400,0.0000
1268,105.1250,0.0000,105.1250,103.3700,-0.5800,31.8200,0.0000
1269,105.5833,0.0000,105.5833,103.5858,-0.4600,34.3800,0.0000
1270,108.6250,0.0000,108.6250,103.8983,-0.5300,36.7900,0.0000
1271,107.9167,0.0000,107.9167,104.2208,-0.4400,37.7200,0.0000
1272,109.7083,0.0000,109.7083,104.6300,-0.3500,39.3500,0.0000
1273,108.3750,0.0000,108.3750,105.0417,-0.5100,33.3700,0.0000
1274,107.5000,0.0000,107.5000,105.0550,-0.6900,39.1800,0.0000
1275,109.5417,0.0000,109.5417,105.0558,-0.6100,36.1500,0.0000
1276,117.8750,0.0000,117.8750,105.5200,-0.5500,47.3100,0.0000
1277,135.0000,0.0000,135.0000,106.4042,-0.6100,27.7000,0.0000
1278,121.2083,0.0000,121.2083,107.0150,-0.7500,32.9100,0.0000
1279,121.0417,0.0000,121.0417,107.6142,-0.5400,25.6100,0.0000
1280,121.7500,0.0000,121.7500,108.2908,-0.4500,35.9200,0.0000
1281,121.1667,0.0000,121.1667,108.9008,-0.6300,32.9900,0.0000
1282,120.9583,0.0000,120.9583,109.4725,-0.5500,29.9800,0.0000
1283,119.3333,0.0000,119.3333,109.9967,-0.5300,33.7200,0.0000
1284,118.5000,0.0000,118.5000,110.4208,-0.5600,37.7300,0.0000
1285,116.4583,0.0000,116.4583,110.2917,-0.4200,30.3000,0.0000
1286,114.3333,0.0000,114.3333,110.4150,-0.6000,38.9900,0.0000
1287,133.7500,0.0000,133.7500,111.0558,-0.5900,45.8800,0.0000
1288,115.2083,0.0000,115.2083,111.3233,-0.5200,32.2400,0.0000
1289,103.8333,0.0000,103.8333,111.4067,-0.5100,26.0500,0.0000
1290,101.7917,0.0000,101.7917,111.3958,-0.4600,32.6900,0.0000
1291,103.7500,0.0000,103.7500,111.4567,-0.4200,33.5500,0.0000
1292,99.6250,0.0000,99.6250,111.4608,-0.4000,34.1300,0.0000
1293,100.5417,0.0000,100.5417,111.4658,-0.5800,39.4200,0.0000
1294,96.4583,0.0000,96.4583,111.3967,-0.5100,46.1900,0.0000
1295,94.2500,0.0000,94.2500,110.8292,-0.5000,36.9700,0.0000
1296,94.0000,0.0000,94.0000,110.2992,-0.6600,34.4800,0.0000
1297,103.7917,0.0000,103.7917,110.0942,-0.7000,62.1900,0.0000
1298,122.7917,0.0000,122.7917,110.3125,-0.3700,40.9400,0.0000
1299,107.2500,0.0000,107.2500,110.2425,-0.6800,30.0900,0.0000
1300,102.0417,0.0000,102.0417,110.0125,-0.6000,31.0800,0.0000
1301,104.3750,0.0000,104.3750,109.8742,-0.6100,39.3300,0.0000
1302,104.2083,0.0000,104.2083,109.7242,-0.7100,44.8500,0.0000
1303,102.3333,0.0000,102.3333,109.5550,-0.5600,40.3900,0.0000
1304,106.4583,0.0000,106.4583,109.5217,-0.4800,35.3100,0.0000
1305,108.2500,0.0000,108.2500,109.4175,-0.3500,38.2700,0.0000
1306,110.4583,0.0000,110.4583,109.1117,-0.5200,38.0500,0.0000
1307,111.7917,0.0000,111.7917,109.0958,-0.7200,50.9100,0.0000
1308,133.2917,0.0000,133.2917,109.5817,-0.4000,54.7700,0.0000
1309,125.6250,0.0000,125.6250,109.9908,-0.5300,28.2200,0.0000
1310,117.7500,0.0000,117.7500,110.3133,-0.4500,25.3300,0.0000
1311,116.2083,0.0000,116.2083,110.6717,-0.4200,33.0000,0.0000
1312,115.8333,0.0000,115.8333,111.0142,-0.3800,38.0100,0.0000
1313,114.1667,0.0000,114.1667,111.3325,-0.4700,31.0300,0.0000
1314,116.6250,0.0000,116.6250,111.7775,-0.4300,34.4600,0.0000
1315,115.0417,0.0000,115.0417,112.1733,-0.4600,31.0300,0.0000
1316,116.4583,0.0000,116.4583,112.0317,-0.5600,37.3400,0.0000
1317,117.0000,0.0000,117.0000,112.0992,-0.7100,38.9000,0.0000
1318,130.7917,0.0000,130.7917,112.6125,-0.9700,67.9900,0.0000
1319,135.2083,0.0000,135.2083,113.2050,-0.4900,31.3100,0.0000
1320,122.4583,0.0000,122.4583,113.4817,-0.6600,35.0800,0.0000
1321,121.2500,0.0000,121.2500,113.7483,-0.6400,34.3000,0.0000
1322,118.1250,0.0000,118.1250,113.9167,-0.4900,33.9900,0.0000
1323,118.0000,0.0000,118.0000,114.1092,-0.4900,34.3700,0.0000
1324,115.5000,0.0000,115.5000,114.2692,-0.4400,29.3800,0.0000
1325,115.5417,0.0000,115.5417,114.3892,-0.5200,35.8800,0.0000
1326,115.2083,0.0000,115.2083,114.3358,-0.6500,36.9600,0.0000
1327,113.2917,0.0000,113.2917,113.9017,-0.4700,38.2100,0.0000
1328,114.7500,0.0000,114.7500,113.7725,-0.6800,49.9600,0.0000
1329,129.7083,0.0000,129.7083,113.9458,-0.6100,52.7300,0.0000
1330,111.2917,0.0000,111.2917,113.7367,-0.4400,34.2800,0.0000
1331,103.9167,0.0000,103.9167,113.3917,-0.5600,34.1200,0.0000
1332,101.0000,0.0000,101.0000,112.9925,-0.5500,35.0000,0.0000
1333,97.2917,0.0000,97.2917,112.5517,-0.3600,39.5000,0.0000
1334,99.8750,0.0000,99.8750,112.1792,-0.5800,38.3000,0.0000
1335,95.7083,0.0000,95.7083,111.7642,-0.3900,36.0400,0.0000
1336,94.1667,0.0000,94.1667,111.3608,-0.6800,36.2800,0.0000
1337,93.9583,0.0000,93.9583,110.5650,-0.5200,45.1700,0.0000
1338,90.9583,0.0000,90.9583,110.0800,-0.5400,47.7000,0.0000
1339,112.5000,0.0000,112.5000,110.2533,-0.8800,59.9300,0.0000
1340,113.7083,0.0000,113.7083,110.4917,-0.4200,39.0400,0.0000
1341,97.0000,0.0000,97.0000,110.3567,-0.4400,40.7200,0.0000
1342,93.0833,0.0000,93.0833,110.2258,-0.4700,41.3400,0.0000
1343,90.9583,0.0000,90.9583,110.0342,-0.4900,41.5800,0.0000
1344,89.0833,0.0000,89.0833,109.8867,-0.5000,44.6800,0.0000
1345,87.9583,0.0000,87.9583,109.7608,-0.5200,47.3300,0.0000
1346,89.1250,0.0000,89.1250,109.6633,-0.6600,47.0700,0.0000
1347,91.5417,0.0000,91.5417,109.4183,-0.4800,40.2500,0.0000
1348,91.6667,0.0000,91.6667,108.7958,-0.4200,44.2800,0.0000
1349,98.6667,0.0000,98.6667,108.6242,-0.5500,60.7300,0.0000
1350,127.7083,0.0000,127.7083,109.1375,-0.5000,52.2200,0.0000
1351,111.8333,0.0000,111.8333,109.2867,-0.7500,36.4600,0.0000
1352,100.7917,0.0000,100.7917,109.2183,-0.4100,29.3700,0.0000
1353,104.3750,0.0000,104.3750,109.2592,-0.3800,34.9900,0.0000
1354,101.6667,0.0000,101.6667,109.1633,-0.5100,32.9300,0.0000
1355,100.9583,0.0000,100.9583,109.0175,-0.5000,39.5400,0.0000
1356,100.8750,0.0000,100.8750,108.8258,-0.5000,37.3300,0.0000
1357,97.1667,0.0000,97.1667,108.5333,-0.3900,45.4800,0.0000
1358,98.5000,0.0000,98.5000,107.8375,-0.3800,52.3200,0.0000
1359,98.2917,0.0000,98.2917,107.2908,-0.5000,42.5800,0.0000
1360,119.6667,0.0000,119.6667,107.3292,-0.9400,53.7700,0.0000
1361,117.4583,0.0000,117.4583,107.3542,-0.7400,30.1100,0.0000
1362,100.9167,0.0000,100.9167,107.0558,-0.6400,27.8000,0.0000
1363,99.7500,0.0000,99.7500,106.7675,-0.4800,35.3900,0.0000
1364,96.6667,0.0000,96.6667,106.3683,-0.4100,40.5300,0.0000
1365,95.9583,0.0000,95.9583,105.9867,-0.5800,36.7000,0.0000
1366,96.0833,0.0000,96.0833,105.5792,-0.6500,42.1200,0.0000
1367,92.8750,0.0000,92.8750,105.0967,-0.6000,40.1400,0.0000
1368,91.1250,0.0000,91.1250,104.3033,-0.6500,42.8000,0.0000
1369,93.2500,0.0000,93.2500,103.4642,-0.5600,49.4300,0.0000
1370,100.7500,0.0000,100.7500,103.0300,-0.5600,54.6700,0.0000
1371,121.7917,0.0000,121.7917,103.0408,-0.4800,44.9200,0.0000
1372,107.9167,0.0000,107.9167,102.8367,-0.4300,29.0200,0.0000
1373,104.6667,0.0000,104.6667,102.5700,-0.7100,32.8600,0.0000
1374,105.2083,0.0000,105.2083,102.3642,-0.6400,38.3000,0.0000
1375,106.3333,0.0000,106.3333,102.1800,-0.5000,36.1000,0.0000
1376,107.0833,0.0000,107.0833,102.0175,-0.3800,36.9300,0.0000
1377,106.8333,0.0000,106.8333,101.8883,-0.5600,38.4800,0.0000
1378,101.4167,0.0000,101.4167,101.6217,-0.4600,43.2700,0.0000
1379,100.5000,0.0000,100.5000,101.0375,-0.4500,35.7800,0.0000
1380,100.1667,0.0000,100.1667,100.8150,-0.5800,45.4900,0.0000
1381,121.8333,0.0000,121.8333,101.1733,-0.5000,57.4600,0.0000
1382,117.2500,0.0000,117.2500,101.4983,-0.6500,34.7600,0.0000
1383,106.5000,0.0000,106.5000,101.6825,-0.5400,34.6200,0.0000
1384,104.5833,0.0000,104.5833,101.7767,-0.4300,37.5400,0.0000
1385,106.0833,0.0000,106.0833,101.9842,-0.7700,33.6200,0.0000
1386,105.8333,0.0000,105.8333,102.2175,-0.6800,38.4600,0.0000
1387,104.7917,0.0000,104.7917,102.4342,-0.6400,38.4000,0.0000
1388,106.5417,0.0000,106.5417,102.7458,-0.5400,34.8000,0.0000
1389,107.0833,0.0000,107.0833,102.6375,-0.4300,37.4300,0.0000
1390,103.2917,0.0000,103.2917,102.4292,-0.4300,40.8300,0.0000
1391,109.2083,0.0000,109.2083,102.6733,-0.8600,55.4300,0.0000
1392,130.3333,0.0000,130.3333,103.4183,-0.5500,39.8300,0.0000
1393,112.5000,0.0000,112.5000,103.8492,-0.6100,29.6800,0.0000
1394,108.5000,0.0000,108.5000,104.2375,-0.6400,37.1900,0.0000
1395,107.4583,0.0000,107.4583,104.6275,-0.5700,34.3200,0.0000
1396,110.4167,0.0000,110.4167,105.0533,-0.5700,36.7900,0.0000
1397,110.1667,0.0000,110.1667,105.4258,-0.4100,37.9700,0.0000
1398,108.5833,0.0000,108.5833,105.7642,-0.5200,34.2300,0.0000
1399,110.3750,0.0000,110.3750,105.9983,-0.5400,32.6200,0.0000
1400,108.7500,0.0000,108.7500,105.6192,-0.5800,34.6300,0.0000
1401,111.8333,0.0000,111.8333,105.6192,-0.8500,32.5700,0.0000
1402,132.7917,0.0000,132.7917,106.2592,-1.0900,46.5000,0.0000
1403,124.9167,0.0000,124.9167,106.6700,-0.9000,33.2200,0.0000
1404,114.8333,0.0000,114.8333,106.9333,-0.7800,28.7300,0.0000
1405,118.2500,0.0000,118.2500,107.2792,-0.6100,31.6800,0.0000
1406,117.2500,0.0000,117.2500,107.6067,-0.9200,36.8000,0.0000
1407,117.9167,0.0000,117.9167,108.0217,-0.4900,32.8500,0.0000
1408,118.6250,0.0000,118.6250,108.4242,-0.5700,34.3000,0.0000
1409,121.7083,0.0000,121.7083,108.8925,-0.6800,30.1400,0.0000
1410,120.1667,0.0000,120.1667,108.9025,-0.3600,37.0600,0.0000
1411,117.8333,0.0000,117.8333,108.9100,-0.4400,38.7000,0.0000
1412,123.4583,0.0000,123.4583,109.3608,-0.6300,47.3700,0.0000
1413,137.2083,0.0417,137.2500,110.1108,-0.6200,31.6900,0.0000
1414,120.5417,0.0000,120.5417,110.5883,-0.5800,30.4100,0.0000
1415,115.5833,0.0000,115.5833,110.9808,-0.6100,25.9600,0.0000
1416,115.3750,0.0000,115.3750,111.3667,-0.5700,37.1000,0.0000
1417,116.3750,0.0000,116.3750,111.8367,-0.3700,32.9300,0.0000
1418,112.5000,0.0000,112.5000,112.2642,-0.6100,29.5500,0.0000
1419,108.0833,0.0000,108.0833,112.5608,-0.4800,36.3400,0.0000
1420,103.8750,0.0000,103.8750,112.6233,-0.5300,34.2000,0.0000
1421,101.6667,0.0000,101.6667,112.2208,-0.4100,34.4300,0.0000
1422,98.6667,0.0000,98.6667,112.0358,-0.5500,35.2300,0.0000
1423,122.4167,0.0000,122.4167,112.3908,-0.8700,48.6600,0.0000
1424,112.6667,0.0000,112.6667,112.5400,-0.7200,37.0900,0.0000
1425,102.0000,0.0000,102.0000,112.4533,-0.4900,31.4600,0.0000
1426,100.5833,0.0000,100.5833,112.3233,-0.6500,33.8800,0.0000
1427,99.8750,0.0000,99.8750,112.1842,-0.6600,39.7200,0.0000
1428,97.9583,0.0000,97.9583,112.1150,-0.6700,40.7400,0.0000
1429,94.1250,0.0000,94.1250,111.9875,-0.5000,41.1600,0.0000
1430,97.4167,0.0000,97.4167,111.9325,-0.3400,39.9100,0.0000
1431,95.5833,0.0000,95.5833,111.4075,-0.6100,41.6900,0.0000
1432,97.8750,0.0000,97.8750,111.0200,-0.5300,42.5500,0.0000
1433,111.4583,0.0000,111.4583,111.1192,-0.6600,68.0000,0.0000
1434,127.2917,0.0000,127.2917,111.5733,-0.6800,32.3600,0.0000
1435,113.0000,0.0000,113.0000,111.7117,-0.4500,34.2600,0.0000
1436,111.0833,0.0000,111.0833,111.8167,-0.7500,31.7700,0.0000
1437,110.6250,0.0000,110.6250,111.9333,-0.2600,32.2000,0.0000
1438,110.2500,0.0000,110.2500,112.0075,-0.4400,35.4400,0.0000
1439,110.6667,0.0000,110.6667,112.0792,-0.4200,31.1100,0.0000
1440,108.7917,0.0000,108.7917,112.1892,-0.6000,37.0000,0.0000
1441,109.2083,0.0000,109.2083,112.1892,-0.5200,37.9600,0.0000
1442,109.7083,0.0000,109.7083,111.7767,-0.4900,31.7200,0.0000
1443,113.8750,0.0000,113.8750,111.8042,-0.7600,34.9600,0.0000
1444,135.1667,0.0000,135.1667,112.3375,-1.0200,46.3800,0.0000
1445,123.9583,0.0000,123.9583,112.6675,-0.5400,31.2800,0.0000
1446,116.1250,0.0000,116.1250,112.7817,-0.5000,32.4100,0.0000
1447,117.0000,0.0000,117.0000,112.9183,-0.7100,26.1600,0.0000
1448,114.7500,0.0000,114.7500,113.0417,-0.5100,30.4800,0.0000
1449,112.8750,0.0000,112.8750,113.0917,-0.4400,34.4300,0.0000
